STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_bt,Business trend indicator,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),s_adj,Seasonal adjustment,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2020-09,,91.3,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2020-10,,101.9,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2020-11,,95.5,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2020-12,,104.5,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2021-01,,83.4,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2021-02,,96.3,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2021-03,,106.9,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2021-04,,96.2,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2021-05,,96.0,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2021-06,,104.6,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2021-07,,100.9,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2021-08,,84.2,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2021-09,,98.1,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2021-10,,103.2,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2021-11,,104.7,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2021-12,,125.3,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2022-01,,106.3,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2022-02,,103.4,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2022-03,,115.6,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2022-04,,102.6,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2022-05,,105.0,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2022-06,,107.2,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2022-07,,102.9,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2022-08,,87.4,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2022-09,,99.8,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2022-10,,106.6,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2022-11,,108.7,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2022-12,,125.9,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2023-01,,106.2,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2023-02,,109.6,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2023-03,,118.3,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2023-04,,101.5,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2023-05,,106.8,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2023-06,,110.5,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2023-07,,102.6,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2023-08,,88.3,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2023-09,,100.1,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2023-10,,107.0,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2023-11,,108.1,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),I21,"Index, 2021=100",IT,Italy,2023-12,,125.4,,,,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",ES,Spain,2005-01,,87.1,,p,provisional,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",ES,Spain,2005-02,,86.7,,p,provisional,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",ES,Spain,2005-03,,87.4,,p,provisional,,
dataflow,ESTAT:STS_TRTU_M(1.0),Turnover and volume of sales in wholesale and retail trade - monthly data,M,Monthly,NETTUR,Net turnover,G47_NF_HLTH,"Dispensing chemist; retail sale of medical and orthopaedic goods, cosmetic and toilet articles in specialised stores",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",ES,Spain,2005-04,,86.5,,p,provisional,,
